periodid,periodname,periodcode,perioddescription,organisationunitname,cholera cases 5 years +,cholera cases under 5 years,cholera deaths 5 years +,cholera deaths under 5 years
201501,Jan-15,201501,,ha Spilhaus_Data,0,0,0,0
201501,Jan-15,201501,,ha Vee’s Health Centre,0,0,0,0
201501,Jan-15,201501,,ha Western Triangle Clinic,0,0,0,0
201501,Jan-15,201501,,ha Dunameon,0,0,0,0
201501,Jan-15,201501,,ha Hopley Clinic,0,0,0,0
201501,Jan-15,201501,,ha Matapi Clinic,0,0,0,0
201501,Jan-15,201501,,ha Mbare Hostels Clinic,0,0,0,0
201501,Jan-15,201501,,ha Mbare PolyClinic,0,0,0,0
201501,Jan-15,201501,,ha Sunningdale Clinic,0,0,0,0
201501,Jan-15,201501,,ha Waterfalls Clinic,0,0,0,0
201501,Jan-15,201501,,ha Budiriro PolyClinic,0,0,0,0
201501,Jan-15,201501,,ha Budiriro Satellite Clinic,0,0,0,0
201501,Jan-15,201501,,ha Glen View Maternity Home,0,0,0,0
201501,Jan-15,201501,,ha Glen View PolyClinic,0,0,0,0
201501,Jan-15,201501,,ha Glen View Satellite Clinic,0,0,0,0
201501,Jan-15,201501,,ha Mufakose PolyClinic,0,0,0,0
201501,Jan-15,201501,,ha Starlight,0,0,0,0
201501,Jan-15,201501,,ha Kambuzuma PolyClinic,0,0,0,0
201501,Jan-15,201501,,ha Kuwadzana Phase 4,0,0,0,0
201501,Jan-15,201501,,ha Kuwadzana PolyClinic,0,0,0,0
201501,Jan-15,201501,,ha Warren Park PolyClinic,0,0,0,0
201502,Feb-15,201502,,ha Caledonia sate,0,0,0,0
201502,Feb-15,201502,,ha Eastley FHS Clinic,0,0,0,0
201502,Feb-15,201502,,ha Chitungwiza Central Hospital,0,0,0,0
201502,Feb-15,201502,,ha Harare Central Hospital,0,0,0,0
201502,Feb-15,201502,,ha Parirenyatwa Group of Hospitals,0,0,0,0
201502,Feb-15,201502,,ha Greendale FHS Clinic,0,0,0,0
201502,Feb-15,201502,,ha Highlands Primary Care Clinic,0,0,0,0
201502,Feb-15,201502,,ha Mabvuku PolyClinic,0,0,0,0
201502,Feb-15,201502,,ha Mabvuku Satellite,0,0,0,0
201502,Feb-15,201502,,ha Manyame Airbase Hospital,0,0,0,0
201502,Feb-15,201502,,ha Pacific,0,0,0,0
201502,Feb-15,201502,,ha Tafara FHS Clinic,0,0,0,0
201502,Feb-15,201502,,ha Arcadia Clinic,0,0,0,0
201502,Feb-15,201502,,ha Arcadia Medical Center,0,0,0,0
201502,Feb-15,201502,,ha Avenues Clinic Hospital,0,0,0,0
201502,Feb-15,201502,,ha Baines Avenue Clinic,0,0,0,0
201502,Feb-15,201502,,ha Braeside FHS Clinic,0,0,0,0
201502,Feb-15,201502,,ha Cimas Chinhoyi Clinic,0,0,0,0
201502,Feb-15,201502,,ha Delta Graniteside Clinic,0,0,0,0
201502,Feb-15,201502,,ha Gonda Hospital,0,0,0,0
201502,Feb-15,201502,,ha Harare City Private Institutions,0,0,0,0
201502,Feb-15,201502,,ha Harare Polytechnic Clinic,0,0,0,0
201502,Feb-15,201502,,ha Harare city centre VMMC clinic,0,0,0,0
201502,Feb-15,201502,,ha Hatfield Clinic,0,0,0,0
201502,Feb-15,201502,,ha Insco Wellness Clinic,0,0,0,0
201502,Feb-15,201502,,ha Metropolitan Clinic,0,0,0,0
201502,Feb-15,201502,,ha New Cranborne,0,0,0,0
201502,Feb-15,201502,,"ha PSI New start Centre, Kwame",0,0,0,0
201502,Feb-15,201502,,ha Parirenyatwa Clinic,0,0,0,0
201502,Feb-15,201502,,ha Prospect Palms,0,0,0,0
201502,Feb-15,201502,,ha Queen of Peace,0,0,0,0
201502,Feb-15,201502,,ha Red Crescent Society,0,0,0,0
201502,Feb-15,201502,,ha Roland Square Clinic,0,0,0,0
201502,Feb-15,201502,,ha St Annes Hospital,0,0,0,0
201502,Feb-15,201502,,ha West End Hospital,0,0,0,0
201502,Feb-15,201502,,ha Beatrice Road Hospital,0,0,0,0
201502,Feb-15,201502,,ha Wilkins Infectious Diseases Hospital,0,0,0,0
201502,Feb-15,201502,,ha Avondale Clinic,0,0,0,0
201502,Feb-15,201502,,ha Belvedere Satellite Clinic,0,0,0,0
201502,Feb-15,201502,,ha Mabelreign Satellite Clinic,0,0,0,0
201502,Feb-15,201502,,ha Marlborough Satellite Clinic,0,0,0,0
201502,Feb-15,201502,,ha Roland Square clini,0,0,0,0
201502,Feb-15,201502,,ha Rujeko PolyClinic,0,0,0,0
201502,Feb-15,201502,,ha ZAPSO,0,0,0,0
201502,Feb-15,201502,,ha Borrowdale Clinic,0,0,0,0
201502,Feb-15,201502,,ha Hatcliffe PolyClinic,0,0,0,0
201502,Feb-15,201502,,ha Highlands FHS Clinic,0,0,0,0
201502,Feb-15,201502,,ha Morris Depot Camp Hospital,0,0,0,0
201502,Feb-15,201502,,ha Mount Pleasant Clinic,0,0,0,0
201502,Feb-15,201502,,ha Newlands Clinic,0,0,0,0
201502,Feb-15,201502,,ha University of Zimbabwe,0,0,0,0
201502,Feb-15,201502,,ha Glen Norah Medical Centre,0,0,0,0
201502,Feb-15,201502,,ha Glen Norah Satellite Clinic,0,0,0,0
201502,Feb-15,201502,,ha Highfield PolyClinic,0,0,0,0
201502,Feb-15,201502,,ha Rutsanana PolyClinic,0,0,0,0
201502,Feb-15,201502,,ha Southerton Clinic,0,0,0,0
201502,Feb-15,201502,,ha Spilhaus,0,0,0,0
201502,Feb-15,201502,,ha Spilhaus_Data,0,0,0,0
201502,Feb-15,201502,,ha Vee’s Health Centre,0,0,0,0
201502,Feb-15,201502,,ha Western Triangle Clinic,0,0,0,0
201502,Feb-15,201502,,ha Dunameon,0,0,0,0
201502,Feb-15,201502,,ha Hopley Clinic,0,0,0,0
201502,Feb-15,201502,,ha Matapi Clinic,0,0,0,0
201502,Feb-15,201502,,ha Mbare Hostels Clinic,0,0,0,0
201502,Feb-15,201502,,ha Mbare PolyClinic,0,0,0,0
201502,Feb-15,201502,,ha Sunningdale Clinic,0,0,0,0
201502,Feb-15,201502,,ha Waterfalls Clinic,0,0,0,0
201502,Feb-15,201502,,ha Budiriro PolyClinic,0,0,0,0
201502,Feb-15,201502,,ha Budiriro Satellite Clinic,0,0,0,0
201502,Feb-15,201502,,ha Glen View Maternity Home,0,0,0,0
201502,Feb-15,201502,,ha Glen View PolyClinic,0,0,0,0
201502,Feb-15,201502,,ha Glen View Satellite Clinic,0,0,0,0
201502,Feb-15,201502,,ha Mufakose PolyClinic,0,0,0,0
201502,Feb-15,201502,,ha Starlight,0,0,0,0
201502,Feb-15,201502,,ha Kambuzuma PolyClinic,0,0,0,0
201502,Feb-15,201502,,ha Kuwadzana Phase 4,0,0,0,0
201502,Feb-15,201502,,ha Kuwadzana PolyClinic,0,0,0,0
201502,Feb-15,201502,,ha Warren Park PolyClinic,0,0,0,0
201503,Mar-15,201503,,ha Caledonia sate,0,0,0,0
201503,Mar-15,201503,,ha Eastley FHS Clinic,0,0,0,0
201503,Mar-15,201503,,ha Chitungwiza Central Hospital,0,0,0,0
201503,Mar-15,201503,,ha Harare Central Hospital,0,0,0,0
201503,Mar-15,201503,,ha Parirenyatwa Group of Hospitals,0,0,0,0
201503,Mar-15,201503,,ha Greendale FHS Clinic,0,0,0,0
201503,Mar-15,201503,,ha Highlands Primary Care Clinic,0,0,0,0
201503,Mar-15,201503,,ha Mabvuku PolyClinic,0,0,0,0
201503,Mar-15,201503,,ha Mabvuku Satellite,0,0,0,0
201503,Mar-15,201503,,ha Manyame Airbase Hospital,0,0,0,0
201503,Mar-15,201503,,ha Pacific,0,0,0,0
201503,Mar-15,201503,,ha Tafara FHS Clinic,0,0,0,0
201503,Mar-15,201503,,ha Arcadia Clinic,0,0,0,0
201503,Mar-15,201503,,ha Arcadia Medical Center,0,0,0,0
201503,Mar-15,201503,,ha Avenues Clinic Hospital,0,0,0,0
201503,Mar-15,201503,,ha Baines Avenue Clinic,0,0,0,0
201503,Mar-15,201503,,ha Braeside FHS Clinic,0,0,0,0
201503,Mar-15,201503,,ha Cimas Chinhoyi Clinic,0,0,0,0
201503,Mar-15,201503,,ha Delta Graniteside Clinic,0,0,0,0
201503,Mar-15,201503,,ha Gonda Hospital,0,0,0,0
201503,Mar-15,201503,,ha Harare City Private Institutions,0,0,0,0
201503,Mar-15,201503,,ha Harare Polytechnic Clinic,0,0,0,0
201503,Mar-15,201503,,ha Harare city centre VMMC clinic,0,0,0,0
201503,Mar-15,201503,,ha Hatfield Clinic,0,0,0,0
201503,Mar-15,201503,,ha Insco Wellness Clinic,0,0,0,0
201503,Mar-15,201503,,ha Metropolitan Clinic,0,0,0,0
201503,Mar-15,201503,,ha New Cranborne,0,0,0,0
201503,Mar-15,201503,,"ha PSI New start Centre, Kwame",0,0,0,0
201503,Mar-15,201503,,ha Parirenyatwa Clinic,0,0,0,0
201503,Mar-15,201503,,ha Prospect Palms,0,0,0,0
201503,Mar-15,201503,,ha Queen of Peace,0,0,0,0
201503,Mar-15,201503,,ha Red Crescent Society,0,0,0,0
201503,Mar-15,201503,,ha Roland Square Clinic,0,0,0,0
201503,Mar-15,201503,,ha St Annes Hospital,0,0,0,0
201503,Mar-15,201503,,ha West End Hospital,0,0,0,0
201503,Mar-15,201503,,ha Beatrice Road Hospital,0,0,0,0
201503,Mar-15,201503,,ha Wilkins Infectious Diseases Hospital,0,0,0,0
201503,Mar-15,201503,,ha Avondale Clinic,0,0,0,0
201503,Mar-15,201503,,ha Belvedere Satellite Clinic,0,0,0,0
201503,Mar-15,201503,,ha Mabelreign Satellite Clinic,0,0,0,0
201503,Mar-15,201503,,ha Marlborough Satellite Clinic,0,0,0,0
201503,Mar-15,201503,,ha Roland Square clini,0,0,0,0
201503,Mar-15,201503,,ha Rujeko PolyClinic,0,0,0,0
201503,Mar-15,201503,,ha ZAPSO,0,0,0,0
201503,Mar-15,201503,,ha Borrowdale Clinic,0,0,0,0
201503,Mar-15,201503,,ha Hatcliffe PolyClinic,0,0,0,0
201503,Mar-15,201503,,ha Highlands FHS Clinic,0,0,0,0
201503,Mar-15,201503,,ha Morris Depot Camp Hospital,0,0,0,0
201503,Mar-15,201503,,ha Mount Pleasant Clinic,0,0,0,0
201503,Mar-15,201503,,ha Newlands Clinic,0,0,0,0
201503,Mar-15,201503,,ha University of Zimbabwe,0,0,0,0
201503,Mar-15,201503,,ha Glen Norah Medical Centre,0,0,0,0
201503,Mar-15,201503,,ha Glen Norah Satellite Clinic,0,0,0,0
201503,Mar-15,201503,,ha Highfield PolyClinic,0,0,0,0
201503,Mar-15,201503,,ha Rutsanana PolyClinic,0,0,0,0
201503,Mar-15,201503,,ha Southerton Clinic,0,0,0,0
201503,Mar-15,201503,,ha Spilhaus,0,0,0,0
201503,Mar-15,201503,,ha Spilhaus_Data,0,0,0,0
201503,Mar-15,201503,,ha Vee’s Health Centre,0,0,0,0
201503,Mar-15,201503,,ha Western Triangle Clinic,0,0,0,0
201503,Mar-15,201503,,ha Dunameon,0,0,0,0
201503,Mar-15,201503,,ha Hopley Clinic,0,0,0,0
201503,Mar-15,201503,,ha Matapi Clinic,0,0,0,0
201503,Mar-15,201503,,ha Mbare Hostels Clinic,0,0,0,0
201503,Mar-15,201503,,ha Mbare PolyClinic,0,0,0,0
201503,Mar-15,201503,,ha Sunningdale Clinic,0,0,0,0
201503,Mar-15,201503,,ha Waterfalls Clinic,0,0,0,0
201503,Mar-15,201503,,ha Budiriro PolyClinic,0,0,0,0
201503,Mar-15,201503,,ha Budiriro Satellite Clinic,0,0,0,0
201503,Mar-15,201503,,ha Glen View Maternity Home,0,0,0,0
201503,Mar-15,201503,,ha Glen View PolyClinic,0,0,0,0
201503,Mar-15,201503,,ha Glen View Satellite Clinic,0,0,0,0
201503,Mar-15,201503,,ha Mufakose PolyClinic,0,0,0,0
201503,Mar-15,201503,,ha Starlight,0,0,0,0
201503,Mar-15,201503,,ha Kambuzuma PolyClinic,0,0,0,0
201503,Mar-15,201503,,ha Kuwadzana Phase 4,0,0,0,0
201503,Mar-15,201503,,ha Kuwadzana PolyClinic,0,0,0,0
201503,Mar-15,201503,,ha Warren Park PolyClinic,0,0,0,0
201504,Apr-15,201504,,ha Caledonia sate,0,0,0,0
201504,Apr-15,201504,,ha Eastley FHS Clinic,0,0,0,0
201504,Apr-15,201504,,ha Chitungwiza Central Hospital,0,0,0,0
201504,Apr-15,201504,,ha Harare Central Hospital,0,0,0,0
201504,Apr-15,201504,,ha Parirenyatwa Group of Hospitals,0,0,0,0
201504,Apr-15,201504,,ha Greendale FHS Clinic,0,0,0,0
201504,Apr-15,201504,,ha Highlands Primary Care Clinic,0,0,0,0
201504,Apr-15,201504,,ha Mabvuku PolyClinic,0,0,0,0
201504,Apr-15,201504,,ha Mabvuku Satellite,0,0,0,0
201504,Apr-15,201504,,ha Manyame Airbase Hospital,0,0,0,0
201504,Apr-15,201504,,ha Pacific,0,0,0,0
201504,Apr-15,201504,,ha Tafara FHS Clinic,0,0,0,0
201504,Apr-15,201504,,ha Arcadia Clinic,0,0,0,0
201504,Apr-15,201504,,ha Arcadia Medical Center,0,0,0,0
201504,Apr-15,201504,,ha Avenues Clinic Hospital,0,0,0,0
201504,Apr-15,201504,,ha Baines Avenue Clinic,0,0,0,0
201504,Apr-15,201504,,ha Braeside FHS Clinic,0,0,0,0
201504,Apr-15,201504,,ha Cimas Chinhoyi Clinic,0,0,0,0
201504,Apr-15,201504,,ha Delta Graniteside Clinic,0,0,0,0
201504,Apr-15,201504,,ha Gonda Hospital,0,0,0,0
201504,Apr-15,201504,,ha Harare City Private Institutions,0,0,0,0
201504,Apr-15,201504,,ha Harare Polytechnic Clinic,0,0,0,0
201504,Apr-15,201504,,ha Harare city centre VMMC clinic,0,0,0,0
201504,Apr-15,201504,,ha Hatfield Clinic,0,0,0,0
201504,Apr-15,201504,,ha Insco Wellness Clinic,0,0,0,0
201504,Apr-15,201504,,ha Metropolitan Clinic,0,0,0,0
201504,Apr-15,201504,,ha New Cranborne,0,0,0,0
201504,Apr-15,201504,,"ha PSI New start Centre, Kwame",0,0,0,0
201504,Apr-15,201504,,ha Parirenyatwa Clinic,0,0,0,0
201504,Apr-15,201504,,ha Prospect Palms,0,0,0,0
201504,Apr-15,201504,,ha Queen of Peace,0,0,0,0
201504,Apr-15,201504,,ha Red Crescent Society,0,0,0,0
201504,Apr-15,201504,,ha Roland Square Clinic,0,0,0,0
201504,Apr-15,201504,,ha St Annes Hospital,0,0,0,0
201504,Apr-15,201504,,ha West End Hospital,0,0,0,0
201504,Apr-15,201504,,ha Beatrice Road Hospital,0,0,0,0
201504,Apr-15,201504,,ha Wilkins Infectious Diseases Hospital,0,0,0,0
201504,Apr-15,201504,,ha Avondale Clinic,0,0,0,0
201504,Apr-15,201504,,ha Belvedere Satellite Clinic,0,0,0,0
201504,Apr-15,201504,,ha Mabelreign Satellite Clinic,0,0,0,0
201504,Apr-15,201504,,ha Marlborough Satellite Clinic,0,0,0,0
201504,Apr-15,201504,,ha Roland Square clini,0,0,0,0
201504,Apr-15,201504,,ha Rujeko PolyClinic,0,0,0,0
201504,Apr-15,201504,,ha ZAPSO,0,0,0,0
201504,Apr-15,201504,,ha Borrowdale Clinic,0,0,0,0
201504,Apr-15,201504,,ha Hatcliffe PolyClinic,0,0,0,0
201504,Apr-15,201504,,ha Highlands FHS Clinic,0,0,0,0
201504,Apr-15,201504,,ha Morris Depot Camp Hospital,0,0,0,0
201504,Apr-15,201504,,ha Mount Pleasant Clinic,0,0,0,0
201504,Apr-15,201504,,ha Newlands Clinic,0,0,0,0
201504,Apr-15,201504,,ha University of Zimbabwe,0,0,0,0
201504,Apr-15,201504,,ha Glen Norah Medical Centre,0,0,0,0
201504,Apr-15,201504,,ha Glen Norah Satellite Clinic,0,0,0,0
201504,Apr-15,201504,,ha Highfield PolyClinic,0,0,0,0
201504,Apr-15,201504,,ha Rutsanana PolyClinic,0,0,0,0
201504,Apr-15,201504,,ha Southerton Clinic,0,0,0,0
201504,Apr-15,201504,,ha Spilhaus,0,0,0,0
201504,Apr-15,201504,,ha Spilhaus_Data,0,0,0,0
201504,Apr-15,201504,,ha Vee’s Health Centre,0,0,0,0
201504,Apr-15,201504,,ha Western Triangle Clinic,0,0,0,0
201504,Apr-15,201504,,ha Dunameon,0,0,0,0
201504,Apr-15,201504,,ha Hopley Clinic,0,0,0,0
201504,Apr-15,201504,,ha Matapi Clinic,0,0,0,0
201504,Apr-15,201504,,ha Mbare Hostels Clinic,0,0,0,0
201504,Apr-15,201504,,ha Mbare PolyClinic,0,0,0,0
201504,Apr-15,201504,,ha Sunningdale Clinic,0,0,0,0
201504,Apr-15,201504,,ha Waterfalls Clinic,0,0,0,0
201504,Apr-15,201504,,ha Budiriro PolyClinic,0,0,0,0
201504,Apr-15,201504,,ha Budiriro Satellite Clinic,0,0,0,0
201504,Apr-15,201504,,ha Glen View Maternity Home,0,0,0,0
201504,Apr-15,201504,,ha Glen View PolyClinic,0,0,0,0
201504,Apr-15,201504,,ha Glen View Satellite Clinic,0,0,0,0
201504,Apr-15,201504,,ha Mufakose PolyClinic,0,0,0,0
201504,Apr-15,201504,,ha Starlight,0,0,0,0
201504,Apr-15,201504,,ha Kambuzuma PolyClinic,0,0,0,0
201504,Apr-15,201504,,ha Kuwadzana Phase 4,0,0,0,0
201504,Apr-15,201504,,ha Kuwadzana PolyClinic,0,0,0,0
201504,Apr-15,201504,,ha Warren Park PolyClinic,0,0,0,0
201505,May-15,201505,,ha Caledonia sate,0,0,0,0
201505,May-15,201505,,ha Eastley FHS Clinic,0,0,0,0
201505,May-15,201505,,ha Chitungwiza Central Hospital,0,0,0,0
201505,May-15,201505,,ha Harare Central Hospital,0,0,0,0
201505,May-15,201505,,ha Parirenyatwa Group of Hospitals,0,0,0,0
201505,May-15,201505,,ha Greendale FHS Clinic,0,0,0,0
201505,May-15,201505,,ha Highlands Primary Care Clinic,0,0,0,0
201505,May-15,201505,,ha Mabvuku PolyClinic,0,0,0,0
201505,May-15,201505,,ha Mabvuku Satellite,0,0,0,0
201505,May-15,201505,,ha Manyame Airbase Hospital,0,0,0,0
201505,May-15,201505,,ha Pacific,0,0,0,0
201505,May-15,201505,,ha Tafara FHS Clinic,0,0,0,0
201505,May-15,201505,,ha Arcadia Clinic,0,0,0,0
201505,May-15,201505,,ha Arcadia Medical Center,0,0,0,0
201505,May-15,201505,,ha Avenues Clinic Hospital,0,0,0,0
201505,May-15,201505,,ha Baines Avenue Clinic,0,0,0,0
201505,May-15,201505,,ha Braeside FHS Clinic,0,0,0,0
201505,May-15,201505,,ha Cimas Chinhoyi Clinic,0,0,0,0
201505,May-15,201505,,ha Delta Graniteside Clinic,0,0,0,0
201505,May-15,201505,,ha Gonda Hospital,0,0,0,0
201505,May-15,201505,,ha Harare City Private Institutions,0,0,0,0
201505,May-15,201505,,ha Harare Polytechnic Clinic,0,0,0,0
201505,May-15,201505,,ha Harare city centre VMMC clinic,0,0,0,0
201505,May-15,201505,,ha Hatfield Clinic,0,0,0,0
201505,May-15,201505,,ha Insco Wellness Clinic,0,0,0,0
201505,May-15,201505,,ha Metropolitan Clinic,0,0,0,0
201505,May-15,201505,,ha New Cranborne,0,0,0,0
201505,May-15,201505,,"ha PSI New start Centre, Kwame",0,0,0,0
201505,May-15,201505,,ha Parirenyatwa Clinic,0,0,0,0
201505,May-15,201505,,ha Prospect Palms,0,0,0,0
201505,May-15,201505,,ha Queen of Peace,0,0,0,0
201505,May-15,201505,,ha Red Crescent Society,0,0,0,0
201505,May-15,201505,,ha Roland Square Clinic,0,0,0,0
201505,May-15,201505,,ha St Annes Hospital,0,0,0,0
201505,May-15,201505,,ha West End Hospital,0,0,0,0
201505,May-15,201505,,ha Beatrice Road Hospital,0,0,0,0
201505,May-15,201505,,ha Wilkins Infectious Diseases Hospital,0,0,0,0
201505,May-15,201505,,ha Avondale Clinic,0,0,0,0
201505,May-15,201505,,ha Belvedere Satellite Clinic,0,0,0,0
201505,May-15,201505,,ha Mabelreign Satellite Clinic,0,0,0,0
201505,May-15,201505,,ha Marlborough Satellite Clinic,0,0,0,0
201505,May-15,201505,,ha Roland Square clini,0,0,0,0
201505,May-15,201505,,ha Rujeko PolyClinic,0,0,0,0
201505,May-15,201505,,ha ZAPSO,0,0,0,0
201505,May-15,201505,,ha Borrowdale Clinic,0,0,0,0
201505,May-15,201505,,ha Hatcliffe PolyClinic,0,0,0,0
201505,May-15,201505,,ha Highlands FHS Clinic,0,0,0,0
201505,May-15,201505,,ha Morris Depot Camp Hospital,0,0,0,0
201505,May-15,201505,,ha Mount Pleasant Clinic,0,0,0,0
201505,May-15,201505,,ha Newlands Clinic,0,0,0,0
201505,May-15,201505,,ha University of Zimbabwe,0,0,0,0
201505,May-15,201505,,ha Glen Norah Medical Centre,0,0,0,0
201505,May-15,201505,,ha Glen Norah Satellite Clinic,0,0,0,0
201505,May-15,201505,,ha Highfield PolyClinic,0,0,0,0
201505,May-15,201505,,ha Rutsanana PolyClinic,0,0,0,0
201505,May-15,201505,,ha Southerton Clinic,0,0,0,0
201505,May-15,201505,,ha Spilhaus,0,0,0,0
201505,May-15,201505,,ha Spilhaus_Data,0,0,0,0
201505,May-15,201505,,ha Vee’s Health Centre,0,0,0,0
201505,May-15,201505,,ha Western Triangle Clinic,0,0,0,0
201505,May-15,201505,,ha Dunameon,0,0,0,0
201505,May-15,201505,,ha Hopley Clinic,0,0,0,0
201505,May-15,201505,,ha Matapi Clinic,0,0,0,0
201505,May-15,201505,,ha Mbare Hostels Clinic,0,0,0,0
201505,May-15,201505,,ha Mbare PolyClinic,0,0,0,0
201505,May-15,201505,,ha Sunningdale Clinic,0,0,0,0
201505,May-15,201505,,ha Waterfalls Clinic,0,0,0,0
201505,May-15,201505,,ha Budiriro PolyClinic,0,0,0,0
201505,May-15,201505,,ha Budiriro Satellite Clinic,0,0,0,0
201505,May-15,201505,,ha Glen View Maternity Home,0,0,0,0
201505,May-15,201505,,ha Glen View PolyClinic,0,0,0,0
201505,May-15,201505,,ha Glen View Satellite Clinic,0,0,0,0
201505,May-15,201505,,ha Mufakose PolyClinic,0,0,0,0
201505,May-15,201505,,ha Starlight,0,0,0,0
201505,May-15,201505,,ha Kambuzuma PolyClinic,0,0,0,0
201505,May-15,201505,,ha Kuwadzana Phase 4,0,0,0,0
201505,May-15,201505,,ha Kuwadzana PolyClinic,0,0,0,0
201505,May-15,201505,,ha Warren Park PolyClinic,0,0,0,0
201506,Jun-15,201506,,ha Caledonia sate,0,0,0,0
201506,Jun-15,201506,,ha Eastley FHS Clinic,0,0,0,0
201506,Jun-15,201506,,ha Chitungwiza Central Hospital,0,0,0,0
201506,Jun-15,201506,,ha Harare Central Hospital,0,0,0,0
201506,Jun-15,201506,,ha Parirenyatwa Group of Hospitals,0,0,0,0
201506,Jun-15,201506,,ha Greendale FHS Clinic,0,0,0,0
201506,Jun-15,201506,,ha Highlands Primary Care Clinic,0,0,0,0
201506,Jun-15,201506,,ha Mabvuku PolyClinic,0,0,0,0
201506,Jun-15,201506,,ha Mabvuku Satellite,0,0,0,0
201506,Jun-15,201506,,ha Manyame Airbase Hospital,0,0,0,0
201506,Jun-15,201506,,ha Pacific,0,0,0,0
201506,Jun-15,201506,,ha Tafara FHS Clinic,0,0,0,0
201506,Jun-15,201506,,ha Arcadia Clinic,0,0,0,0
201506,Jun-15,201506,,ha Arcadia Medical Center,0,0,0,0
201506,Jun-15,201506,,ha Avenues Clinic Hospital,0,0,0,0
201506,Jun-15,201506,,ha Baines Avenue Clinic,0,0,0,0
201506,Jun-15,201506,,ha Braeside FHS Clinic,0,0,0,0
201506,Jun-15,201506,,ha Cimas Chinhoyi Clinic,0,0,0,0
201506,Jun-15,201506,,ha Delta Graniteside Clinic,0,0,0,0
201506,Jun-15,201506,,ha Gonda Hospital,0,0,0,0
201506,Jun-15,201506,,ha Harare City Private Institutions,0,0,0,0
201506,Jun-15,201506,,ha Harare Polytechnic Clinic,0,0,0,0
201506,Jun-15,201506,,ha Harare city centre VMMC clinic,0,0,0,0
201506,Jun-15,201506,,ha Hatfield Clinic,0,0,0,0
201506,Jun-15,201506,,ha Insco Wellness Clinic,0,0,0,0
201506,Jun-15,201506,,ha Metropolitan Clinic,0,0,0,0
201506,Jun-15,201506,,ha New Cranborne,0,0,0,0
201506,Jun-15,201506,,"ha PSI New start Centre, Kwame",0,0,0,0
201506,Jun-15,201506,,ha Parirenyatwa Clinic,0,0,0,0
201506,Jun-15,201506,,ha Prospect Palms,0,0,0,0
201506,Jun-15,201506,,ha Queen of Peace,0,0,0,0
201506,Jun-15,201506,,ha Red Crescent Society,0,0,0,0
201506,Jun-15,201506,,ha Roland Square Clinic,0,0,0,0
201506,Jun-15,201506,,ha St Annes Hospital,0,0,0,0
201506,Jun-15,201506,,ha West End Hospital,0,0,0,0
201506,Jun-15,201506,,ha Beatrice Road Hospital,0,0,0,0
201506,Jun-15,201506,,ha Wilkins Infectious Diseases Hospital,0,0,0,0
201506,Jun-15,201506,,ha Avondale Clinic,0,0,0,0
201506,Jun-15,201506,,ha Belvedere Satellite Clinic,0,0,0,0
201506,Jun-15,201506,,ha Mabelreign Satellite Clinic,0,0,0,0
201506,Jun-15,201506,,ha Marlborough Satellite Clinic,0,0,0,0
201506,Jun-15,201506,,ha Roland Square clini,0,0,0,0
201506,Jun-15,201506,,ha Rujeko PolyClinic,0,0,0,0
201506,Jun-15,201506,,ha ZAPSO,0,0,0,0
201506,Jun-15,201506,,ha Borrowdale Clinic,0,0,0,0
201506,Jun-15,201506,,ha Hatcliffe PolyClinic,0,0,0,0
201506,Jun-15,201506,,ha Highlands FHS Clinic,0,0,0,0
201506,Jun-15,201506,,ha Morris Depot Camp Hospital,0,0,0,0
201506,Jun-15,201506,,ha Mount Pleasant Clinic,0,0,0,0
201506,Jun-15,201506,,ha Newlands Clinic,0,0,0,0
201506,Jun-15,201506,,ha University of Zimbabwe,0,0,0,0
201506,Jun-15,201506,,ha Glen Norah Medical Centre,0,0,0,0
201506,Jun-15,201506,,ha Glen Norah Satellite Clinic,0,0,0,0
201506,Jun-15,201506,,ha Highfield PolyClinic,0,0,0,0
201506,Jun-15,201506,,ha Rutsanana PolyClinic,0,0,0,0
201506,Jun-15,201506,,ha Southerton Clinic,0,0,0,0
201506,Jun-15,201506,,ha Spilhaus,0,0,0,0
201506,Jun-15,201506,,ha Spilhaus_Data,0,0,0,0
201506,Jun-15,201506,,ha Vee’s Health Centre,0,0,0,0
201506,Jun-15,201506,,ha Western Triangle Clinic,0,0,0,0
201506,Jun-15,201506,,ha Dunameon,0,0,0,0
201506,Jun-15,201506,,ha Hopley Clinic,0,0,0,0
201506,Jun-15,201506,,ha Matapi Clinic,0,0,0,0
201506,Jun-15,201506,,ha Mbare Hostels Clinic,0,0,0,0
201506,Jun-15,201506,,ha Mbare PolyClinic,0,0,0,0
201506,Jun-15,201506,,ha Sunningdale Clinic,0,0,0,0
201506,Jun-15,201506,,ha Waterfalls Clinic,0,0,0,0
201506,Jun-15,201506,,ha Budiriro PolyClinic,0,0,0,0
201506,Jun-15,201506,,ha Budiriro Satellite Clinic,0,0,0,0
201506,Jun-15,201506,,ha Glen View Maternity Home,0,0,0,0
201506,Jun-15,201506,,ha Glen View PolyClinic,0,0,0,0
201506,Jun-15,201506,,ha Glen View Satellite Clinic,0,0,0,0
201506,Jun-15,201506,,ha Mufakose PolyClinic,0,0,0,0
201506,Jun-15,201506,,ha Starlight,0,0,0,0
201506,Jun-15,201506,,ha Kambuzuma PolyClinic,0,0,0,0
201506,Jun-15,201506,,ha Kuwadzana Phase 4,0,0,0,0
